parcel_number,taxable_building,taxable_land,market_value,zip_code
383102700,130218,29982,200200,19129
888210112,98700,20200,118900,19129
382167700,211225,37275,248500,19129
383077500,121380,21420,142800,19129
383067200,369107,105493,514600,19129
383122800,151967,26733,178700,19129
382092900,116712,27588,184300,19129
383055500,116740,27660,184400,19129
213191200,139145,24555,163700,19129
888210279,120600,24600,145200,19129
383031500,155440,48860,244300,19129
382072300,198870,39330,262200,19129
888210324,104700,21400,126100,19129
382168400,164475,29025,193500,19129
888380214,179400,31600,211000,19129
382146800,203575,35925,239500,19129
383120335,292400,47600,340000,19129
382053100,0,0,29100,19129
382183600,9739,10961,60700,19129
382236200,148025,32475,216500,19129
383082600,135448,23852,159300,19129
382039900,67322,14978,82300,19129
383066000,331822,95878,467700,19129
383018800,307500,89500,437000,19129
383077600,169405,29895,199300,19129
382251700,168520,34680,231200,19129
383093800,193598,34102,227700,19129
382125300,152355,33945,226300,19129
383037100,344144,99056,483200,19129
213191200,139145,24555,163700,19129
888210302,108100,22100,130200,19129
383041800,216578,45222,301800,19129
381106200,34340,6060,40400,19129
382216400,148750,26250,175000,19129
382145000,276092,81508,397600,19129
383119200,167875,29625,197500,19129
383125700,140710,31890,212600,19129
888380100,194870,37515,250100,19129
382105400,114980,22720,137700,19129
383058100,160770,35430,236200,19129
888210353,64700,21400,126100,19129
383013100,226098,58302,284400,19129
383110800,293420,51780,345200,19129
382118000,127280,29520,196800,19129
888380151,0,49965,333100,19129
383052800,161245,28455,189700,19129
888210333,80600,24600,145200,19129
382140700,147637,25963,173600,19129
888210343,80600,24600,145200,19129
882971137,216560,54140,270700,19129
881137480,440175,146725,586900,19129
888380119,0,42060,280400,19129
888470108,0,40500,270000,19130
152284300,122743,80157,242900,19130
152029201,273832,202207,709500,19130
888088074,212076,34524,246600,19130
888091640,202500,25000,227500,19130
888151317,157880,34920,232800,19130
152341800,361622,154878,516500,19130
886707600,35400,11800,47200,19130
152220800,178400,93600,312000,19130
888154432,0,31740,211600,19130
151340120,423080,181320,604400,19130
152128200,229672,113028,342700,19130
888150496,156780,17420,174200,19130
84087875,424882,136518,601400,19130
152330900,114240,94860,316200,19130
151116000,236010,118290,394300,19130
888150925,224600,29400,294000,19130
888150981,695520,77280,772800,19130
888089454,51708,31770,211800,19130
151251900,296893,127107,424000,19130
84094700,60990,33610,134600,19130
151374300,207101,94199,341300,19130
152176900,0,120481,459500,19130
84086500,333128,109572,482700,19130
151115700,120840,94860,316200,19130
152215300,215500,109500,365000,19130
151092600,208022,82878,290900,19130
151177500,282870,121230,404100,19130
888072646,220800,24500,245300,19130
151197300,210515,85985,296500,19130
881809100,389970,167130,557100,19130
292004000,159400,98200,297600,19130
888150748,456710,55190,551900,19130
888072468,138500,15300,153800,19130
888150546,151610,21290,212900,19130
888154202,0,47280,315200,19130
151057810,241150,103350,344500,19130
888150775,212040,23560,235600,19130
471015500,0,125476,432700,19130
888072992,220800,24500,245300,19130
151336400,234204,111996,386200,19130
881803700,373940,160260,534200,19130
888154156,349095,61605,410700,19130
151023200,324280,123620,447900,19130
152042740,818970,368130,1227100,19130
151261900,78192,109008,363600,19130
888152774,175308,33392,208700,19130
151055600,469,226300,794100,19130
888154484,0,40620,270800,19130
152283400,264740,113460,378200,19130
152054700,755008,316892,1111900,19130
152099400,259960,128540,428500,19130
888091312,249400,30800,280200,19130
888150456,136080,15120,151200,19130
888150635,115380,12820,128200,19130
152086710,0,0,570400,19130
888150565,207320,27480,274800,19130
888153554,22950,4050,27000,19130
84050750,244270,121830,406100,19130
888153944,201110,35490,236600,19130
888100455,158610,27990,186600,19130
292169100,49630,70970,236600,19130
152034810,415700,195300,651000,19130
292003610,238301,102099,340400,19130
888073224,180200,20000,200200,19130
888154814,0,56025,373500,19130
151188000,148860,80940,269800,19130
888110940,545000,74300,619300,19130
152085810,0,0,265000,19130
152197300,464380,199020,663400,19130
888150914,398750,48750,487500,19130
772135000,448214,80886,529100,19130
888151033,528120,58680,586800,19130
881560550,912985,161115,1074100,19130
151128000,167451,88849,296300,19130
883532000,269925,89975,359900,19130
151252500,256893,127107,424000,19130
888151214,169162,27538,196700,19130
152284300,122743,80157,242900,19130
152211000,203982,87318,291300,19130
291004100,192290,82410,274700,19130
888086208,101500,19300,120800,19130
772271000,0,0,348100,19130
888072434,143900,20400,204300,19130
151163800,145457,71643,217100,19130
151111100,236093,118207,394300,19130
151088000,33508,222881,782100,19130
152205300,209620,106980,356600,19130
888091158,188700,23300,212000,19130
888150410,130500,14500,145000,19130
888091324,263300,32500,295800,19130
151290300,252723,108177,360900,19130
292001600,238700,102300,341000,19130
151204500,116310,89490,298300,19130
888150618,215150,28350,283500,19130
152324440,0,270118,1030200,19130
152051000,542113,216087,758200,19130
888108796,0,27000,27000,19130
151270100,230790,98910,329700,19130
888072768,94500,10500,105000,19130
871578000,117287,29113,146400,19131
41236800,0,0,16500,19131
41338800,36963,6437,43400,19131
521194200,141865,25035,166900,19131
41055900,0,3100,3100,19131
522032800,45170,15030,100200,19131
888520699,35739,9361,85100,19131
522045800,21956,12244,74200,19131
521321100,39830,17070,56900,19131
62411800,0,9400,9400,19131
521184200,144210,45290,189500,19131
522056900,19619,11781,71400,19131
875102940,0,0,6636400,19131
43275600,39348,6852,46200,19131
521080500,55862,11038,66900,19131
442067600,45050,7950,53000,19131
522153500,77385,20715,138100,19131
43240600,24482,11318,75800,19131
442317010,0,0,2000,19131
522215900,61870,20130,122000,19131
522060400,8931,9669,58600,19131
41296800,34078,5922,40000,19131
43087600,31537,12563,84100,19131
521164600,135865,31035,206900,19131
41240700,20690,10710,71400,19131
888520013,26700,8200,74900,19131
442136100,0,0,33200,19131
43243200,24482,11318,75800,19131
41230000,52955,9345,62300,19131
521407300,176715,31185,207900,19131
888520303,36700,9400,86100,19131
41275200,50865,16035,106900,19131
43157900,0,0,37500,19131
522207500,119322,23578,142900,19131
783179800,0,0,2378200,19131
41226900,21896,10904,72800,19131
521355200,82535,14565,97100,19131
442089600,5400,8000,53400,19131
43047600,46902,8198,55100,19131
521119900,68720,13580,82300,19131
521318210,12700,9300,62000,19131
521061305,0,6800,6800,19131
522064200,9850,9850,59700,19131
522249000,79850,21150,141000,19131
41351900,46101,8099,54200,19131
522043900,10935,10065,61000,19131
521224700,99570,24630,164200,19131
522202405,156145,27555,183700,19131
342141920,340000,60000,400000,19131
43168600,40049,6951,47000,19131
521341700,12856,10444,63300,19131
41278600,0,6600,6600,19131
43161700,40049,6951,47000,19131
62431000,36490,7210,43700,19131
521194100,101320,17880,119200,19131
41258300,67405,11895,79300,19131
43144300,53957,9443,63400,19131
521041700,13040,9360,62400,19131
884350885,222132,21468,243600,19131
521126200,59450,17550,117000,19131
521139400,24295,12705,77000,19131
774200000,0,0,30000,19131
41289000,31897,6303,38200,19131
41089900,14825,9675,64500,19131
43211600,19611,10489,70100,19131
521413800,182580,32220,214800,19131
888340054,143200,29300,172500,19131
43147400,40049,6951,47000,19131
41222700,62596,11004,73600,19131
62402000,10220,4380,14600,19131
42183000,0,3900,3900,19131
442328910,0,14300,14300,19131
41231000,59712,10488,70200,19131
521326900,15732,4568,20300,19131
522254600,50610,15990,106600,19131
888520256,107800,13300,121100,19131
41063500,12455,9245,61700,19131
521321800,10660,8940,59600,19131
521049200,5758,9042,54800,19131
521290500,86360,15240,101600,19131
774407000,0,0,195100,19131
43053700,23297,11103,74400,19131
43158000,0,0,38900,19131
522159300,36840,13560,90400,19131
521331800,54655,9645,64300,19131
521047900,47178,9322,56500,19131
43031600,74723,13077,87800,19131
521162000,31080,13320,44400,19131
43261200,25481,11519,77000,19131
442263810,0,0,4700,19131
43076700,20513,10587,71100,19131
442139700,24798,4902,29700,19131
42187500,20610,10690,71300,19131
522024400,46275,15225,101500,19131
521442800,119970,28230,188200,19131
442130700,90610,15990,106600,19131
521098000,54750,13050,87000,19131
522184100,202810,35790,238600,19131
442226400,41905,7395,49300,19131
41288300,90440,15960,106400,19131
281024300,15197,3003,18200,19132
281332001,0,0,23700,19132
281170800,0,11200,11200,19132
111289100,0,0,21000,19132
381214500,19206,3794,23000,19132
281209000,39100,6900,46000,19132
162207600,0,0,12100,19132
431019400,0,0,36500,19132
111242700,24565,4335,28900,19132
281142000,0,3600,3600,19132
381282800,40120,7080,47200,19132
111384600,0,0,30400,19132
161210100,15029,2971,18000,19132
162210800,0,7200,7200,19132
281167400,29495,5205,34700,19132
372358800,0,0,31200,19132
111187925,57375,10125,67500,19132
162021701,0,0,10500,19132
381002900,0,0,21400,19132
372313800,0,0,23400,19132
111066800,7350,3150,10500,19132
282283200,24449,5151,29600,19132
111348600,25925,4575,30500,19132
161118500,3265,7635,50900,19132
161276700,0,8900,8900,19132
381009300,2245,7455,49700,19132
161108000,25500,4500,30000,19132
162199500,0,5100,5100,19132
282030600,21807,4593,26400,19132
281142200,0,3600,3600,19132
111199400,0,3400,3400,19132
282125900,0,0,32100,19132
381232900,0,0,35100,19132
111088505,0,5100,5100,19132
381037800,42925,7575,50500,19132
162008000,0,2000,42000,19132
381088300,32810,5790,38600,19132
372370700,16692,4708,21400,19132
371285700,111352,64748,216100,19132
281425800,18020,3180,21200,19132
282200400,0,0,24900,19132
162250500,0,6900,6900,19132
111089925,0,0,39300,19132
161039401,0,15700,15700,19132
111334600,27625,4875,32500,19132
381101700,40970,7230,48200,19132
161293105,0,9000,9000,19132
381034500,0,3300,3300,19132
161154901,0,0,10900,19132
381047400,41650,7350,49000,19132
162027000,0,2500,29700,19132
282107100,20567,4333,24900,19132
161290301,0,11900,11900,19132
282012300,43035,9065,52100,19132
281427500,10604,2096,12700,19132
776087000,0,0,2190100,19132
111370200,38000,6600,44600,19132
282315000,0,0,29200,19132
282309700,0,5300,5300,19132
775350500,0,0,100600,19132
281043400,26775,4725,31500,19132
381317800,0,900,40900,19132
282200400,0,0,24900,19132
162121100,25330,4470,29800,19132
111358700,39278,6822,46100,19132
281058615,12024,2376,14400,19132
111071100,0,500,40500,19132
162021001,0,0,19700,19132
431027500,28274,19326,47600,19132
282282200,24449,5151,29600,19132
282266800,0,0,6800,19132
282164700,25279,5221,30500,19132
111335000,27625,4875,32500,19132
162249600,41990,7410,49400,19132
162274900,6650,2850,9500,19132
111231700,0,0,30200,19132
886810592,17700,5900,23600,19132
381141100,0,2000,42000,19132
381256000,0,2100,42100,19132
281344101,0,0,4300,19132
281003200,24395,4305,28700,19132
282092700,13908,3292,17200,19132
111185300,0,8500,8500,19132
161224500,25500,4500,30000,19132
281180810,0,0,39900,19132
371373500,0,14300,14300,19132
282145200,15929,3771,19700,19132
162170900,45831,8069,53900,19132
162164200,29240,5160,34400,19132
776337300,0,0,4219800,19132
381087700,32810,5790,38600,19132
161256600,30940,5460,36400,19132
431009700,32756,8344,41100,19132
161233401,0,0,40700,19132
111266800,7285,2115,9400,19132
162224000,0,4000,44000,19132
281416200,4410,1890,6300,19132
282254000,0,0,35200,19132
871553610,62880,15720,78600,19132
111142800,11897,34285,240600,19132
371159500,0,25000,25000,19133
191018800,0,9600,9600,19133
191174301,0,0,10000,19133
191164901,0,0,8300,19133
885900177,0,65600,65600,19133
372112900,0,6900,6900,19133
71126900,0,6500,6500,19133
371172401,0,0,7400,19133
192153500,11316,4484,15800,19133
371083101,0,12000,12000,19133
882936475,40960,10240,51200,19133
885236400,0,14500,14500,19133
372389900,24408,7792,32200,19133
192231100,25302,8798,34100,19133
71106900,8040,7260,25600,19133
372335100,0,6300,46300,19133
192144900,0,0,36000,19133
372140400,21295,6505,27800,19133
191051401,0,0,13600,19133
191186901,0,10300,10300,19133
372167301,0,5600,5600,19133
191286601,0,0,7500,19133
192341900,1419,5481,22100,19133
871099600,113200,28300,141500,19133
371168701,0,0,3800,19133
372094700,0,0,37000,19133
372262900,31200,8800,40000,19133
372245400,4984,3916,8900,19133
192030100,0,7800,40300,19133
372352700,18068,5032,23100,19133
871402630,0,35000,35000,19133
71309110,0,7000,7000,19133
191173601,0,0,10000,19133
372071700,16687,8213,35100,19133
371446700,0,14400,14400,19133
192189400,0,0,5400,19133
193189600,0,6700,6700,19133
71144600,19165,7635,26800,19133
871526680,54640,23660,118300,19133
193025801,0,0,7200,19133
372378100,26754,7546,34300,19133
192146800,0,1800,1800,19133
192281210,21889,4711,26600,19133
192201505,0,5500,5500,19133
371163000,0,11700,57300,19133
884522520,234158,76942,311100,19133
372043300,0,0,40000,19133
372182400,25661,7839,33500,19133
371149600,20020,8580,28600,19133
71054000,15506,5794,23100,19133
882922376,262400,65600,328000,19133
372256200,0,0,32400,19133
192209500,48230,16770,65000,19133
371235400,29470,12630,42100,19133
191412201,0,0,8400,19133
371095700,3330,8970,29900,19133
191266000,36475,14825,51300,19133
871139800,117280,29320,146600,19133
431152800,0,8500,48500,19133
371226900,0,16600,16600,19133
371038200,0,14100,14100,19133
871139850,132160,38040,190200,19133
372031800,0,13600,13600,19133
192084300,0,2700,2700,19133
371257300,27300,11700,39000,19133
191291100,20804,9696,30500,19133
191375200,0,8500,8500,19133
191315900,0,11400,46000,19133
191366200,33132,13468,46600,19133
885927365,0,10200,10200,19133
372257800,11648,9152,20800,19133
192038500,0,5900,5900,19133
191142100,37587,18513,56100,19133
371101801,0,0,32600,19133
371419000,0,0,37500,19133
192094100,25302,8798,34100,19133
371217200,25060,10740,35800,19133
192265500,29754,10346,40100,19133
192074200,0,0,26400,19133
372405500,0,0,28500,19133
192069300,708,8592,33300,19133
191185101,0,9800,9800,19133
71074600,4223,6877,24300,19133
192304601,0,0,42800,19133
192339001,0,0,29000,19133
371388100,30450,13050,43500,19133
193124700,35174,10926,46100,19133
191210500,6603,2697,9300,19133
192335100,14557,7043,28400,19133
871552900,64240,16060,80300,19133
371205700,26666,13134,39800,19133
71043600,16406,5494,21900,19133
372122701,0,0,8100,19133
192238701,22280,6920,29200,19133
372126300,0,6900,6900,19133
192291500,18624,6476,25100,19133
193082900,0,0,22500,19133
192182800,15040,4960,20000,19133
372393500,0,11500,11500,19133
371153800,0,14400,58500,19133
73212301,33555,11245,44800,19134
252150200,3237,9363,52600,19134
251197900,38557,32243,110800,19134
71218200,4040,6060,10100,19134
331050100,9045,4455,13500,19134
871532440,108960,27240,136200,19134
331034705,0,0,44900,19134
251476200,73075,19425,92500,19134
331380300,45332,7968,53300,19134
452299500,9290,8610,57900,19134
331368800,33660,5940,39600,19134
871402695,0,14900,14900,19134
451208000,0,5900,5900,19134
252200700,31106,8494,39600,19134
252430000,35820,9180,45000,19134
71258100,16050,5350,21400,19134
73197900,20625,6875,27500,19134
251212610,61139,41361,142500,19134
451364600,92607,36193,128800,19134
452017700,54411,9589,64000,19134
451245100,97856,38244,136100,19134
71184400,0,9700,9700,19134
452127800,44965,7935,52900,19134
331298200,31814,6286,38100,19134
252326000,7600,12600,60200,19134
252272400,31155,9045,40200,19134
251222400,61033,41467,142500,19134
252123101,0,0,9800,19134
451205900,61451,39649,141100,19134
331174600,13230,5670,18900,19134
252489700,0,6800,6800,19134
252198900,0,4400,44400,19134
452396900,5237,7863,53100,19134
452109800,12345,9155,61500,19134
252405900,19882,15918,75800,19134
71409100,0,0,6000,19134
251271000,50610,37190,127800,19134
251117600,102811,41789,144600,19134
73214400,0,0,36500,19134
331178200,50070,8830,58900,19134
71197410,0,0,9600,19134
251319600,102006,41794,143800,19134
451233000,81367,47433,168800,19134
331139300,9088,8612,57700,19134
71334100,0,4400,4400,19134
251112800,107100,56200,203300,19134
331139600,49088,8612,57700,19134
71425400,2760,4140,6900,19134
71553800,15338,6562,21900,19134
251359200,109676,40724,150400,19134
71341100,19069,6331,25400,19134
73167600,0,0,38100,19134
251114000,71715,45785,157500,19134
871531140,109760,27440,137200,19134
451420600,0,8200,8200,19134
251364900,45025,31575,116600,19134
871570900,29040,7260,36300,19134
331264300,33915,5985,39900,19134
71343010,0,0,7500,19134
251493400,73549,19551,93100,19134
331345500,30128,5272,35400,19134
251357900,46301,31999,118300,19134
252373600,30942,18858,89800,19134
452346900,13327,9373,62700,19134
331337100,37060,6540,43600,19134
252157400,46525,10075,56600,19134
452111900,78370,13830,92200,19134
252557800,0,8300,8300,19134
252552300,25412,6188,31600,19134
251228000,19323,27777,87100,19134
71535100,16312,5488,21800,19134
451227700,82253,32147,114400,19134
871265500,88640,32160,160800,19134
73195500,18750,6250,25000,19134
71251900,0,4700,4700,19134
251303298,41427,94960,343500,19134
73074410,29735,9965,39700,19134
331214700,52541,9259,61800,19134
452293600,46719,8181,54900,19134
451214116,86832,49568,176400,19134
71456700,16594,5506,22100,19134
451184400,49300,34900,124200,19134
252161500,27805,11495,39300,19134
252164101,0,9400,9400,19134
252443201,0,0,3600,19134
331176000,48987,8613,57600,19134
73142300,0,0,28200,19134
252117400,45292,9808,55100,19134
71502600,9302,4498,13800,19134
252426800,20786,6014,26800,19134
252017500,0,7800,47800,19134
252100600,31122,7578,38700,19134
331022900,0,0,38000,19134
331335800,0,3700,43700,19134
252246300,33154,19446,92600,19134
252045400,0,6500,6500,19134
251464100,33154,19446,92600,19134
252562000,31153,11347,42500,19134
451313200,56489,37711,134200,19134
331126000,17952,3548,21500,19134
552075700,103750,20650,124400,19135
871195500,149120,37280,186400,19135
552009900,91790,40710,172500,19135
412031905,92964,30536,123500,19135
552416100,101138,20862,122000,19135
552272600,94170,20530,114700,19135
411196100,63499,20601,124100,19135
412438100,77639,38761,156400,19135
622221100,92091,22309,114400,19135
552256600,60162,21838,122000,19135
871241050,67760,26940,134700,19135
552144300,119625,24675,144300,19135
552450100,100226,20674,120900,19135
622341900,92092,22308,114400,19135
552230000,62461,22339,124800,19135
411401400,34844,20256,95100,19135
411421400,129698,35102,164800,19135
622208800,79776,19324,99100,19135
622303900,45168,20632,105800,19135
412071100,107937,24663,132600,19135
411243804,99182,25418,124600,19135
552414700,101138,20862,122000,19135
411410500,86591,20709,107300,19135
411390300,16034,15166,71200,19135
871242550,86960,21740,108700,19135
411439900,80188,32912,113100,19135
552418600,58475,28425,126900,19135
411270200,26228,16972,83200,19135
411446700,81265,19435,100700,19135
622343200,95028,30772,157800,19135
412381700,103232,22968,126200,19135
552465300,77551,24249,141800,19135
651278500,0,18900,18900,19135
552409700,99747,19853,119600,19135
884180500,1435143,419757,1854900,19135
552440100,78176,37524,155700,19135
412043300,128116,33984,162100,19135
651304700,89622,25278,114900,19135
552326100,94415,20585,115000,19135
622318500,55876,23224,119100,19135
352339000,0,17000,17000,19135
411418400,64185,11415,75600,19135
412070600,125400,27900,153300,19135
411448000,95710,22890,118600,19135
411418700,58411,10389,68800,19135
552371600,59894,20606,120500,19135
552193400,159701,46099,205800,19135
881222600,1004990,430710,1435700,19135
412366100,122700,27300,150000,19135
412376200,72986,29914,142900,19135
552149600,125677,25923,151600,19135
552074700,62749,20451,123200,19135
412432400,55631,20869,76500,19135
412253600,142823,31777,174600,19135
552355900,93818,27082,120900,19135
411224100,39202,20298,99500,19135
412081800,115584,25716,141300,19135
552090700,99066,20434,119500,19135
412284000,75256,25644,140900,19135
871563360,99200,24800,124000,19135
552190360,151805,43795,195600,19135
412458700,59261,23739,123000,19135
412425000,36504,18296,94800,19135
552032600,99998,21802,121800,19135
411090900,102764,26336,129100,19135
651000900,71994,20306,92300,19135
412383600,87358,23142,110500,19135
412048500,119720,31780,151500,19135
552329400,101801,20999,122800,19135
411393500,69482,16618,86100,19135
411112700,21400,25200,86600,19135
412359000,55974,25426,121400,19135
411253000,27580,17320,84900,19135
884943600,262787,22513,285300,19135
552277700,97988,20212,118200,19135
622310900,0,23300,23300,19135
412448700,95146,22754,117900,19135
552445600,88320,17580,105900,19135
412459100,97970,23430,121400,19135
412331200,107076,23824,130900,19135
552455500,42564,25436,108000,19135
412341000,73865,25335,139200,19135
552046900,99997,19903,119900,19135
412455800,89113,29287,118400,19135
411383500,72145,17255,89400,19135
552321900,91542,19958,111500,19135
552248600,51871,20029,111900,19135
552037800,98767,21533,120300,19135
411389600,93417,25283,118700,19135
552298100,54826,20674,115500,19135
412077700,117955,26245,144200,19135
552289400,61386,20914,122300,19135
412353800,122700,27300,150000,19135
552409500,59747,19853,119600,19135
411206700,44058,21542,105600,19135
411311900,81297,22003,103300,19135
552119700,108600,22400,131000,19135
622177800,79454,19246,98700,19135
411116700,31255,29245,100500,19135
412390200,143150,31850,175000,19135
642052600,67525,18975,126500,19136
642329240,132490,26910,179400,19136
412141000,87684,18216,105900,19136
652076300,105280,45120,150400,19136
652069800,68080,46320,154400,19136
412150100,96711,20089,116800,19136
571298800,192540,99660,332200,19136
412088800,95883,19917,115800,19136
652312200,52890,39810,132700,19136
642185400,103310,25290,168600,19136
642274300,139570,24630,164200,19136
642277200,94130,23670,157800,19136
642016500,111130,26670,177800,19136
412089900,55883,19917,115800,19136
642035600,105570,18630,124200,19136
652236502,108080,46320,154400,19136
642041000,116365,20535,136900,19136
651187100,58600,17400,116000,19136
651118000,58090,17310,115400,19136
651220200,61330,17870,119200,19136
642205500,137955,24345,162300,19136
642239100,137785,24315,162100,19136
642164000,158815,35085,233900,19136
412088800,95883,19917,115800,19136
412191400,91411,18989,110400,19136
652248900,60940,43260,144200,19136
652282800,111440,47760,159200,19136
412191900,91080,18920,110000,19136
651114500,88192,17808,106000,19136
652307800,102970,44130,147100,19136
884263590,767225,648175,1415400,19136
572367710,0,100000,100000,19136
651023300,87609,17691,105300,19136
572058100,77320,50280,167600,19136
642192400,103310,25290,168600,19136
642199600,98635,24465,163100,19136
572213402,95240,57960,193200,19136
642161100,106625,25875,172500,19136
642270100,91325,23175,154500,19136
652250900,105420,45180,150600,19136
652323915,0,0,155200,19136
871262250,142480,35620,178100,19136
888650918,34362,7038,41400,19136
412116400,67971,22429,130400,19136
652209700,106431,70196,246300,19136
642305000,133485,30615,204100,19136
651150900,105350,25650,171000,19136
652007900,107870,46230,154100,19136
652239010,69620,46980,156600,19136
572057200,74450,49050,163500,19136
572047000,117320,50280,167600,19136
642303800,172775,30425,203200,19136
572059375,116200,49800,166000,19136
652008800,21390,32910,109700,19136
652002400,64580,44820,149400,19136
651151900,107645,26055,173700,19136
651052100,61660,17940,119600,19136
412088800,95883,19917,115800,19136
652261400,63390,44310,147700,19136
412164800,108219,22481,130700,19136
871263400,180640,45160,225800,19136
651163600,78541,15859,94400,19136
642254600,92430,23370,155800,19136
642118800,95830,23970,159800,19136
652268406,70390,47310,157700,19136
571291300,185850,79650,265500,19136
652046515,126840,54360,181200,19136
652107600,61360,43440,144800,19136
642107500,96000,24000,160000,19136
888650989,32204,6596,38800,19136
642187800,101695,25005,166700,19136
572366900,122289,79650,265500,19136
642023200,120565,28335,188900,19136
651135000,103105,18195,121300,19136
652032700,0,23700,23700,19136
652207600,104440,44760,149200,19136
412139300,96049,19951,116000,19136
412127900,85450,17750,103200,19136
642182100,99315,24585,163900,19136
572192255,93910,57390,191300,19136
651163700,78541,15859,94400,19136
652300100,63040,44160,147200,19136
882680800,398000,597000,995000,19136
412190500,92902,19298,112200,19136
888650986,31125,6375,37500,19136
651146500,99046,17454,116500,19136
642013100,177395,31305,208700,19136
412166400,51991,19109,111100,19136
572049110,82570,52530,175100,19136
651200500,95370,16830,112200,19136
651241400,63105,18195,121300,19136
642219800,103905,25395,169300,19136
571300400,186100,96900,323000,19136
571311000,89850,55650,185500,19136
642062400,114070,20130,134200,19136
642145100,138040,24360,162400,19136
572012101,111760,65040,216800,19136
651184400,124900,29100,194000,19136
642039300,75090,20310,135400,19136
651159000,107645,26055,173700,19136
453301800,80024,46676,166700,19137
451141500,76666,29934,106600,19137
453389400,54067,18633,72700,19137
453068900,112210,48090,160300,19137
453299200,54608,36792,131400,19137
884350175,188810,50190,239000,19137
453455700,67761,23439,91200,19137
453244800,91630,39270,130900,19137
884196655,674660,179340,854000,19137
453072400,94920,40680,135600,19137
453425800,27315,23285,90600,19137
453304000,104580,44820,149400,19137
453126400,0,25600,25600,19137
453403100,16840,19660,76500,19137
453342100,49290,61710,205700,19137
453205800,139090,59610,198700,19137
871571740,233920,58480,292400,19137
882059570,0,667800,1113000,19137
453419400,27019,23181,90200,19137
453153500,78720,50880,169600,19137
453176670,187116,74584,261700,19137
453305500,58620,75480,251600,19137
453232300,60240,42960,143200,19137
453310900,131320,56280,187600,19137
453312700,158130,67770,225900,19137
453426700,79426,27474,106900,19137
882006430,510640,127660,638300,19137
453442000,19143,20457,79600,19137
453293010,0,41600,41600,19137
453312500,32310,30990,103300,19137
453333000,60100,42900,143000,19137
885548520,0,0,50700,19137
871571820,77760,24440,122200,19137
885760720,0,0,6700,19137
453180200,124848,48552,173400,19137
453272200,77740,50460,168200,19137
453041600,80612,38088,158700,19137
453279200,82080,31920,114000,19137
885548140,0,417100,417100,19137
453105900,93520,40080,133600,19137
453085100,55200,40800,136000,19137
453082900,55200,40800,136000,19137
453223500,79070,51030,170100,19137
871571730,172080,43020,215100,19137
453117200,94080,40320,134400,19137
453070500,143570,61530,205100,19137
453229240,124930,59770,224700,19137
453246800,122920,52680,175600,19137
453222000,102310,60990,203300,19137
453182800,96060,60540,201800,19137
453139800,104440,44760,149200,19137
453305300,100070,60030,200100,19137
453224300,59680,42720,142400,19137
884211505,961950,961950,1923900,19137
453442200,59143,20457,79600,19137
453439400,21074,21126,82200,19137
453452500,41283,28117,109400,19137
453233600,53030,39870,132900,19137
453408300,20926,21074,82000,19137
453414100,20108,20792,80900,19137
453192000,0,0,173000,19137
453341000,93140,57060,190200,19137
453026100,145368,56532,201900,19137
453322610,23744,101944,357700,19137
442098200,1990,7410,49400,19137
453201100,101400,54900,196300,19137
453427100,34523,25777,100300,19137
453149700,61484,43416,144900,19137
453449400,77420,26780,104200,19137
453244100,51368,35532,126900,19137
453369300,0,4500,4500,19137
453381800,39452,15548,55000,19137
451140600,76666,29934,106600,19137
453058700,72608,43792,156400,19137
453278500,57704,37996,135700,19137
453320900,102480,43920,146400,19137
453034000,71528,43372,154900,19137
453116200,131880,56520,188400,19137
453339700,70740,47460,158200,19137
453222600,73960,48840,162800,19137
453096200,100730,43170,143900,19137
453366400,92132,31868,124000,19137
453391300,13869,18531,72400,19137
451159400,36666,29934,106600,19137
453060100,0,29000,29000,19137
453121300,53100,39900,133000,19137
453102200,48970,38130,127100,19137
453214000,41690,35010,116700,19137
871571850,96800,24200,121000,19137
453034100,111384,43316,154700,19137
777226100,0,0,950800,19137
453452200,81434,28166,109600,19137
453072300,102340,43860,146200,19137
453087600,89180,38220,127400,19137
453190900,87296,49504,176800,19137
453022100,70872,35028,125100,19137
885937920,0,150000,150000,19137
451158500,76666,29934,106600,19137
884350260,61855,7645,69500,19137
453216505,96920,58680,195600,19137
102044900,94265,16635,110900,19138
102126100,97410,17190,114600,19138
101345600,57750,17250,115000,19138
501394900,119515,21085,140600,19138
172446400,33610,12990,86600,19138
591142900,20180,10620,70800,19138
102094700,110840,19560,130400,19138
591030500,60095,10605,70700,19138
102260800,100215,17685,117900,19138
101272200,125035,22065,147100,19138
101407900,70755,19545,130300,19138
102502200,45170,15030,100200,19138
102311600,94215,23685,157900,19138
101383600,67865,19035,126900,19138
882007583,29680,7420,37100,19138
102149900,60980,17820,118800,19138
882918335,94960,23740,118700,19138
101155000,58770,17430,116200,19138
501330100,113050,19950,133000,19138
101400200,98175,17325,115500,19138
501368000,104100,18300,122400,19138
172391600,40247,7953,48200,19138
591165000,67440,18960,126400,19138
221300000,126430,29370,195800,19138
101149900,104415,25485,169900,19138
171357300,63495,11205,74700,19138
591069100,24412,7088,31500,19138
501370100,50002,15798,105800,19138
501375500,77112,20588,137700,19138
101162100,73050,19950,133000,19138
102183300,112200,19800,132000,19138
171324100,25960,11640,77600,19138
102137000,72285,19815,132100,19138
102085300,62935,18165,121100,19138
122048300,5815,8085,53900,19138
122093200,0,4600,44600,19138
